TckrSymb,FinInstrmNm,Industry,exchange
ABSLBANETF,BIRLASLAMC - ABSLBANETF,,NSE
ABSLLIQUID,BIRLASLAMC - ABSLLIQUID,,NSE
ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,,NSE
BSLSENETFG,BIRLASLAMC - BSLSENETFG,,NSE
GSEC10ABSL,BIRLASLAMC - GSEC10ABSL,,NSE
HEALTHY,BIRLASLAMC - HEALTHY,,NSE
MOMENTUM,BIRLASLAMC - MOMENTUM,,NSE
NIFTYQLITY,BIRLASLAMC - NIFTYQLITY,,NSE
SILVER,BIRLASLAMC - SILVER,,NSE
TECH,BIRLASLAMC - TECH,,NSE
ABSLPSE,BIRLASLAMC-ABSLPSE,,NSE
BSOFT,BIRLASOFT LIMITED,IT - Software,NSE
BBOX,BLACK BOX LIMITED,IT - Services,NSE
BLBLIMITED,BLB LIMITED,Finance,NSE
BLISSGVS,BLISS GVS PHARMA LTD,Pharmaceuticals & Biotechnology,NSE
BLSE,BLS E-SERVICES LIMITED,IT - Services,NSE
BLS,BLS INTL SERVS LTD,Leisure Services,NSE
BLUECOAST,BLUE COAST HOTELS LIMITED,Leisure Services,NSE
BLUEDART,BLUE DART EXPRESS LTD,Transport Services,NSE
BLUEJET,BLUE JET HEALTHCARE LTD,Pharmaceuticals & Biotechnology,NSE
BLUEPEBBLE,BLUE PEBBLE LIMITED,Other Consumer Services,NSE
BLUESTARCO,BLUE STAR LIMITED,Consumer Durables,NSE
BODALCHEM,BODAL CHEMICALS LTD,Chemicals & Petrochemicals,NSE
BTML,BODHI TREE MULTIMEDIA LTD,Entertainment,NSE
BOHRAIND,BOHRA INDUSTRIES LIMITED,Fertilizers & Agrochemicals,NSE
BBTC,BOMBAY BURMAH TRADING COR,Food Products,NSE
BOMDYEING,BOMBAY DYEING & MFG. CO L,Textiles & Apparels,NSE
BMETRICS,BOMBAY METRICS S C LTD,Commercial Services & Supplies,NSE
BSHSL,BOMBAY SUPER HYBRID SEEDS,Agricultural Food & other Products,NSE
810IRFC27,BOND 8.10% PA TAX FREE S2,,NSE
830NHAI27,BOND 8.30% PA TAX FREE S2,,NSE
840IRFC29,BOND 8.40% PA TF TI-SIIA,,NSE
863IRFC29,BOND 8.63% PA TF TII-SIIA,,NSE
865IRFC29,BOND 8.65% PA TF TI-SIIB,,NSE
871REC28,BOND 8.71% TAX FREE S2B,,NSE
888IRFC29,BOND 8.88% PA TF TII-SIIB,,NSE
888NHB29,BOND 8.88%PA TF TR-I S 2B,,NSE
901NHB34,BOND 9.01%PA TF TR-I S 3B,,NSE
BORANA,BORANA WEAVES LIMITED,Textiles & Apparels,NSE
BOROLTD,BOROSIL LIMITED,Consumer Durables,NSE
BORORENEW,BOROSIL RENEWABLES LTD,Industrial Products,NSE
BOROSCI,BOROSIL SCIENTIFIC LTD,Industrial Products,NSE
BOSCHLTD,BOSCH LIMITED,Auto Components,NSE
BPL,BPL LTD,Consumer Durables,NSE
BRACEPORT,BRACE PORT LOGISTICS LTD,Transport Services,NSE
FIRSTCRY,BRAINBEES SOLUTIONS LTD,Retailing,NSE
BCONCEPTS,BRAND CONCEPTS LIMITED,Retailing,NSE
BRIGADE,BRIGADE ENTER. LTD,Realty,NSE
BRITANNIA,BRITANNIA INDUSTRIES LTD,Food Products,NSE
BIRET,BROOKFIELD INDIA RET,Realty,NSE
BROOKS,BROOKS LAB LIMITED,Pharmaceuticals & Biotechnology,NSE
BSE,BSE LIMITED,Capital Markets,NSE
BSL,BSL LTD,Textiles & Apparels,NSE
BUTTERFLY,BTRFLY GANDHI APPL LTD,Consumer Durables,NSE
MAPMYINDIA,C.E. INFO SYSTEMS LIMITED,IT - Software,NSE
C2C,C2C ADVANCED SYSTEMS LTD,Aerospace & Defense,NSE
CALSOFT,CALIFORNIA SOFTWARE CO LT,IT - Software,NSE
CALSOFTPP,CALSOFT RS.2.50 PPD UP,,NSE
CTE,CAMBRIDGE TECH ENTER LTD,IT - Software,NSE
CAMLINFINE,CAMLIN FINE SCIENCES LTD,Chemicals & Petrochemicals,NSE
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,Consumer Durables,NSE
CANFINHOME,CAN FIN HOMES LTD,Finance,NSE
CANBK,CANARA BANK,Banks,NSE
CANARYS,CANARYS AUTOMATIONS LTD,IT - Software,NSE
CANTABIL,CANTABIL RETAIL LTD,Textiles & Apparels,NSE
CAPACITE,CAPACITE INFRAPROJECT LTD,Construction,NSE
CIFL,CAPITAL INDIA FINANCE LTD,Finance,NSE
CAPINVIT,CAPITAL INFRA TRUST,,NSE
CAPITALSFB,CAPITAL SMALL FIN BANK L,Banks,NSE
CAPTRUST,CAPITAL TRUST LIMITED,Finance,NSE
CAPLIPOINT,CAPLIN POINT LAB LTD.,Pharmaceuticals & Biotechnology,NSE
CGCL,CAPRI GLOBAL CAPITAL LTD,Finance,NSE
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,Industrial Products,NSE
CARERATING,CARE RATINGS LIMITED,Capital Markets,NSE
CARRARO,CARRARO INDIA LIMITED,Auto Components,NSE
CARTRADE,CARTRADE TECH LIMITED,Retailing,NSE
CARYSIL,CARYSIL LIMITED,Consumer Durables,NSE
CASTROLIND,CASTROL INDIA LIMITED,Petroleum Products,NSE
CCL,CCL PRODUCTS (I) LTD,Agricultural Food & other Products,NSE
CEATLTD,CEAT LIMITED,Auto Components,NSE
CEIGALL,CEIGALL INDIA LIMITED,Construction,NSE
CELEBRITY,CELEBRITY FASHIONS LTD,Textiles & Apparels,NSE
CELLPOINT,CELL POINT (INDIA) LTD,Retailing,NSE
CELLECOR,CELLECOR GADGETS LIMITED,Consumer Durables,NSE
CELLO,CELLO WORLD LIMITED,Consumer Durables,NSE
CENTRALBK,CENTRAL BANK OF INDIA,Banks,NSE
CDSL,CENTRAL DEPO SER (I) LTD,Capital Markets,NSE
CENTRUM,CENTRUM CAPITAL LIMITED,Finance,NSE
CENTUM,CENTUM ELECTRONICS LTD,Industrial Manufacturing,NSE
CENTENKA,CENTURY ENKA LTD,Textiles & Apparels,NSE
CENTEXT,CENTURY EXTRUSIONS LTD,Industrial Products,NSE
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,Consumer Durables,NSE
CERA,CERA SANITARYWARE LTD,Consumer Durables,NSE
CEREBRAINT,CEREBRA INT TECH LTD,IT - Hardware,NSE
CESC,CESC LTD,Power,NSE
CGPOWER,CG POWER AND IND SOL LTD,Electrical Equipment,NSE
CHALET,CHALET HOTELS LIMITED,Leisure Services,NSE
CLSEL,CHAMAN LAL SETIA EXP LTD,Agricultural Food & other Products,NSE
CMNL,CHAMAN METALLICS LIMITED,Ferrous Metals,NSE
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,Fertilizers & Agrochemicals,NSE
CHAMUNDA,CHAMUNDA ELECTRICAL LTD,Commercial Services & Supplies,NSE
CHANDAN,CHANDAN HEALTHCARE LTD,Healthcare Services,NSE
CHAVDA,CHAVDA INFRA LIMITED,Construction,NSE
CHEMBOND,CHEMBOND CHEMICALS LTD,Chemicals & Petrochemicals,NSE
CHEMCON,CHEMCON SPECIAL CHEM LTD,Chemicals & Petrochemicals,NSE
CHEMFAB,CHEMFAB ALKALIS LIMITED,Chemicals & Petrochemicals,NSE
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,Chemicals & Petrochemicals,NSE
CHENNPETRO,CHENNAI PETROLEUM CORP LT,Petroleum Products,NSE
CHETANA,CHETANA EDUCATION LIMITED,Printing & Publication,NSE
CHEVIOT,CHEVIOT COMPANY LIMITED,"Paper, Forest & Jute Products",NSE
CHOICEIN,CHOICE INTERNATIONAL LTD,Finance,NSE
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,Finance,NSE
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,Finance,NSE
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,Auto Components,NSE
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,IT - Services,NSE
CINELINE,CINELINE INDIA LIMITED,Entertainment,NSE
CINEVISTA,CINEVISTA LIMITED,Entertainment,NSE
CIPLA,CIPLA LTD,Pharmaceuticals & Biotechnology,NSE
CUB,CITY UNION BANK LTD,Banks,NSE
CLEDUCATE,CL EDUCATE LIMITED,Other Consumer Services,NSE
CLEAN,CLEAN SCIENCE & TECH LTD,Chemicals & Petrochemicals,NSE
CMSINFO,CMS INFO SYSTEMS LIMITED,Commercial Services & Supplies,NSE
COALINDIA,COAL INDIA LTD,Consumable Fuels,NSE
COASTCORP,COASTAL CORPORATION LTD,Food Products,NSE
COCHINSHIP,COCHIN SHIPYARD LIMITED,Industrial Manufacturing,NSE
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,Leisure Services,NSE
COFORGE,COFORGE LIMITED,IT - Software,NSE
COHANCE,COHANCE LIFESCIENCES LTD,Pharmaceuticals & Biotechnology,NSE
COLPAL,COLGATE PALMOLIVE LTD.,Personal Products,NSE
COMSYN,COMMERCIAL SYN BAGS LTD,Industrial Products,NSE
COMMITTED,COMMITTED CARGO CARE LTD,Transport Services,NSE
COMPUSOFT,COMPUCOM SOFTWARE LTD,Other Consumer Services,NSE
CAMS,COMPUTER AGE MNGT SER LTD,Capital Markets,NSE
CONCORDBIO,CONCORD BIOTECH LIMITED,Pharmaceuticals & Biotechnology,NSE
CEWATER,CONCORD ENVIRO SYSTEMS L,Other Utilities,NSE
CONFIPET,CONFIDENCE PETRO IND LTD.,Gas,NSE
CCCL,CONS. CONST. CONSORT LTD,Realty,NSE
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,Finance,NSE
CONCOR,CONTAINER CORP OF IND LTD,Transport Services,NSE
CONTI,CONTINENTAL SEED CHEM LTD,Commercial Services & Supplies,NSE
CONTROLPR,CONTROL PRINT LIMITED,IT - Hardware,NSE
COOLCAPS,COOL CAPS INDUSTRIES LTD,Industrial Products,NSE
CORALFINAC,CORAL INDIA FIN & HOUS LT,Commercial Services & Supplies,NSE
CORDSCABLE,CORDS CABLE INDUS LTD.,Industrial Products,NSE
COROMANDEL,COROMANDEL INTERNTL. LTD,Fertilizers & Agrochemicals,NSE
COSMOFIRST,COSMO FIRST LIMITED,Industrial Products,NSE
CCHHL,COUNTRY CLUB HOSP HOL LTD,Leisure Services,NSE
COUNCODOS,COUNTRY CONDO S LIMITED,Realty,NSE
CPCAP,CP CAPITAL LIMITED,Other Consumer Services,NSE
CPSEETF,CPSE ETF,,NSE
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,Auto Components,NSE
CRAYONS,CRAYONS ADVERTISING LTD,Media,NSE
CREATIVEYE,CREATIVE EYE LIMITED,Entertainment,NSE
CGRAPHICS,CREATIVE GRAPHICS S IND L,Industrial Products,NSE
CREATIVE,CREATIVE NEWTECH LIMITED,Commercial Services & Supplies,NSE
CREDITACC,CREDITACCESS GRAMEEN LTD,Finance,NSE
MUFTI,CREDO BRANDS MARKETING L,Retailing,NSE
CREST,CREST VENTURES LIMITED,Finance,NSE
CRISIL,CRISIL LTD,Finance,NSE
CROMPTON,CROMPT GREA CON ELEC LTD,Consumer Durables,NSE
CLSL,CROP LIFE SCIENCE LIMITED,Fertilizers & Agrochemicals,NSE
CROWN,CROWN LIFTERS LIMITED,,NSE
CSBBANK,CSB BANK LIMITED,Banks,NSE
CSLFINANCE,CSL FINANCE LIMITED,Finance,NSE
CUBEXTUB,CUBEX TUBINGS LTD,Industrial Products,NSE
CUMMINSIND,CUMMINS INDIA LTD,Industrial Products,NSE
CUPID,CUPID LIMITED,Personal Products,NSE
CURAA,CURA TECHNOLOGIES LIMITED,IT - Software,NSE
CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,Media,NSE
CMRSL,CYBER MEDIA RES & SER LTD,Media,NSE
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,IT - Software,NSE
CYIENTDLM,CYIENT DLM LIMITED,Industrial Manufacturing,NSE
CYIENT,CYIENT LIMITED,IT - Services,NSE
DKEGL,D K ENTERPRISES GLOBAL L,Industrial Products,NSE
DPWIRES,D P WIRES LIMITED,Industrial Products,NSE
DLINKINDIA,D-LINK INDIA LTD,IT - Hardware,NSE
DPABHUSHAN,D. P. ABHUSHAN LIMITED,Consumer Durables,NSE
DBCORP,D.B.CORP LTD,Media,NSE
DABUR,DABUR INDIA LTD,Personal Products,NSE
DALBHARAT,DALMIA BHARAT LIMITED,Cement & Cement Products,NSE
DALMIASUG,DALMIA BHARAT SUG IN LTD,Agricultural Food & other Products,NSE
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,Capital Markets,NSE
DAMODARIND,DAMODAR INDUSTRIES LTD,Textiles & Apparels,NSE
DANGEE,DANGEE DUMS LIMITED,Food Products,NSE
DANISH,DANISH POWER LIMITED,Electrical Equipment,NSE
DATAPATTNS,DATA PATTERNS INDIA LTD,Aerospace & Defense,NSE
DATAMATICS,DATAMATICS GLOBAL SER LTD,IT - Services,NSE
DAVANGERE,DAVANGERE SUGAR COMPANY L,Agricultural Food & other Products,NSE
DBSTOCKBRO,DB (INT) STOCK BROKERS,Capital Markets,NSE
DCI,DC INFOTECH AND COMUN LTD,IT - Hardware,NSE
DCBBANK,DCB BANK LIMITED,Banks,NSE
DCG,DCG CABLES & WIRES LTD,,NSE
DCMFINSERV,DCM FINANCIAL SERVICES LT,Finance,NSE
DCM,DCM LTD,IT - Services,NSE
DCMNVL,DCM NOUVELLE LIMITED,Textiles & Apparels,NSE
DCMSRIND,DCM SHRIRAM IND LTD,Agricultural Food & other Products,NSE
DCMSHRIRAM,DCM SHRIRAM LIMITED,Diversified,NSE
DCW,DCW LTD,Chemicals & Petrochemicals,NSE
DCXINDIA,DCX SYSTEMS LIMITED,Aerospace & Defense,NSE
DDEVPLSTIK,DDEV PLASTIKS IND LTD,Chemicals & Petrochemicals,NSE
DENEERS,DE NEERS TOOLS LIMITED,Industrial Products,NSE
DENORA,DE NORA INDIA LIMITED,Industrial Products,NSE
DIL,DEBOCK INDUSTRIES LIMITED,Leisure Services,NSE
DECCANCE,DECCAN CEMENTS LIMITED,Cement & Cement Products,NSE
DECCANTRAN,DECCAN TRANSCON LEASING L,Transport Services,NSE
DEEDEV,DEE DEVELOPMENT ENG LTD,Industrial Manufacturing,NSE
DEEPINDS,DEEP INDUSTRIES LIMITED,Oil,NSE
DBEIL,DEEPAK BUILDERS & ENG I L,Construction,NSE
DEEPAKFERT,DEEPAK FERTILIZERS & PETR,Chemicals & Petrochemicals,NSE
DEEPAKNTR,DEEPAK NITRITE LTD,Chemicals & Petrochemicals,NSE
DELAPLEX,DELAPLEX LIMITED,IT - Software,NSE
DELHIVERY,DELHIVERY LIMITED,Transport Services,NSE
DELPHIFX,DELPHI WORLD MONEY LTD,Finance,NSE
DELTIC,DELTA AUTOCORP LIMITED,Automobiles,NSE
DELTACORP,DELTA CORP LIMITED,Leisure Services,NSE
DELTAMAGNT,DELTA MANUFACTURING LTD,Industrial Products,NSE
DEN,DEN NETWORKS LTD,Entertainment,NSE
DENTA,DENTA WATER N INFRA SOL L,Other Utilities,NSE
DESTINY,DESTINY LOGISTICS & I LTD,Transport Services,NSE
DEVIT,DEV INFO TECHNOLOGY LTD,IT - Services,NSE
DEVYANI,DEVYANI INTERNATIONAL LTD,Leisure Services,NSE
DBOL,DHAMPUR BIO ORGANICS LTD,Agricultural Food & other Products,NSE
DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,Agricultural Food & other Products,NSE
DHANI,DHANI SERVICES LIMITED,Finance,NSE
DHANBANK,DHANLAXMI BANK LIMITED,Banks,NSE
DHANLAXMI,DHANLAXMI CROP SCIENCE L,Agricultural Food & other Products,NSE
DHANUKA,DHANUKA AGRITECH LTD,Fertilizers & Agrochemicals,NSE
DRL,DHANUKA REALTY LIMITED,Realty,NSE
DHARIWAL,DHARIWALCORP LIMITED,Chemicals & Petrochemicals,NSE
DHARMAJ,DHARMAJ CROP GUARD LTD,Fertilizers & Agrochemicals,NSE
DHRUV,DHRUV CONSULTANCY SER LTD,Commercial Services & Supplies,NSE
DHUNINV,DHUNSERI INVESTMENTS LTD,Finance,NSE
DTIL,DHUNSERI TEA & IND. LTD.,Agricultural Food & other Products,NSE
DVL,DHUNSERI VENTURES LIMITED,Diversified,NSE
DIAMINESQ,DIAMINES & CHEMICALS LTD,Chemicals & Petrochemicals,NSE
DIACABS,DIAMOND POWER INFRA LTD,Electrical Equipment,NSE
DICIND,DIC INDIA LIMITED,Chemicals & Petrochemicals,NSE
DIFFNKG,DIFFUSION ENGINEERS LTD,Industrial Products,NSE
DGCONTENT,DIGICONTENT LIMITED,Media,NSE
DIGIDRIVE,DIGIDRIVE DISTRIBUTORS L,Retailing,NSE
DIGIKORE,DIGIKORE STUDIOS LIMITED,Entertainment,NSE
DIGISPICE,DIGISPICE TECHNOLOGIES LT,IT - Services,NSE
DIGJAMLMTD,DIGJAM LTD,Textiles & Apparels,NSE
DNAMEDIA,DILIGENT MEDIA CORP LTD.,Media,NSE
DBL,DILIP BUILDCON LIMITED,Construction,NSE
DISHTV,DISH TV INDIA LTD.,Entertainment,NSE
DCAL,DISHMAN CARBO AMCIS LTD,Pharmaceuticals & Biotechnology,NSE
DIVGIITTS,DIVGI TORQTRANSFER SYST L,Auto Components,NSE
DIVISLAB,DIVI S LABORATORIES LTD,Pharmaceuticals & Biotechnology,NSE
DIVINEHIRA,DIVINE HIRA JEWELLERS LTD,Consumer Durables,NSE
DPEL,DIVINE POWER ENERGY LTD,Industrial Products,NSE
DIXON,DIXON TECHNO (INDIA) LTD,Consumer Durables,NSE
DJML,DJ MEDIAPRINT & LOG LTD,Transport Services,NSE
DLF,DLF LIMITED,Realty,NSE
DMCC,DMCC SPECIALITY CHEMICALS,Chemicals & Petrochemicals,NSE
DHTL,DOCMODE HEALTH TECH LTD,Other Consumer Services,NSE
DODLA,DODLA DAIRY LIMITED,Food Products,NSE
DOLATALGO,DOLAT ALGOTECH LIMITED,Capital Markets,NSE
DOLLAR,DOLLAR INDUSTRIES LIMITED,Textiles & Apparels,NSE
DOLLEX,DOLLEX AGROTECH LIMITED,Agricultural Food & other Products,NSE
DOLLEX-RE,DOLLEX AGROTECH LTD,,NSE
DOLPHIN,DOLPHIN OFF ENT (IND) L,Oil,NSE
DOMS,DOMS INDUSTRIES LIMITED,Household Products,NSE
DONEAR,DONEAR IND. LIMITED,Textiles & Apparels,NSE
DPSCLTD,DPSC LIMITED,,NSE
AGARWALEYE,DR AGARWALS HEALTH CARE L,Healthcare Services,NSE
LALPATHLAB,DR. LAL PATH LABS LTD.,Healthcare Services,NSE
DRREDDY,DR. REDDY S LABORATORIES,Pharmaceuticals & Biotechnology,NSE
DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,IT - Software,NSE
DREAMFOLKS,DREAMFOLKS SERVICES LTD,Transport Infrastructure,NSE
DREDGECORP,DREDGING CORP OF INDIA,Engineering Services,NSE
DRONE,DRONE DESTINATION LIMITED,Other Consumer Services,NSE
KEEPLEARN,DSJ KEEP LEARNING LTD,Other Consumer Services,NSE
LIQUIDETF,DSP LIQUID ETF,,NSE
BANKETFADD,DSPAMC - DSPBANKETF,,NSE
GOLDETFADD,DSPAMC - DSPGOLDETF,,NSE
ITETFADD,DSPAMC - DSPITETF,,NSE
NIFTY50ADD,DSPAMC - DSPN50ETF,,NSE
EQUAL50ADD,DSPAMC - DSPNEWETF,,NSE
PSUBANKADD,DSPAMC - DSPPSBKETF,,NSE
PVTBANKADD,DSPAMC - DSPPVBKETF,,NSE
MIDQ50ADD,DSPAMC - DSPQ50ETF,,NSE
SENSEXADD,DSPAMC - DSPSENXETF,,NSE
SILVERADD,DSPAMC - DSPSILVETF,,NSE
HEALTHADD,DSPAMC - HEALTHADD,,NSE
LIQUIDADD,DSPAMC - LIQUIDADD,,NSE
NEXT30ADD,DSPAMC - NEXT30ADD,,NSE
TOP10ADD,DSPAMC - TOP10ADD,,NSE
DUCOL,DUCOL ORGS AND COLOURS LT,Chemicals & Petrochemicals,NSE
DUCON,DUCON INFRATECHNOLOGIES L,Industrial Manufacturing,NSE
DUGLOBAL,DUDIGITAL GLOBAL LIMITED,Leisure Services,NSE
DURLAX,DURLAX TOP SURFACE LTD,Consumer Durables,NSE
DWARKESH,DWARIKESH SUGAR IND LTD,Agricultural Food & other Products,NSE
DSSL,DYNACONS SYS & SOLN LTD,IT - Services,NSE
DYNAMATECH,DYNAMATIC TECHNOLOGIES,Industrial Manufacturing,NSE
DYCL,DYNAMIC CABLES LIMITED,Industrial Products,NSE
DYNAMIC,DYNAMIC SRVCS & SEC LTD,Commercial Services & Supplies,NSE
DYNPRO,DYNEMIC PRODUCTS LIMITED,Chemicals & Petrochemicals,NSE
EFACTOR,E FACTOR EXPERIENCES LTD,Other Consumer Services,NSE
E2E,E2E NETWORKS LIMITED,IT - Services,NSE
EASEMYTRIP,EASY TRIP PLANNERS LTD,Leisure Services,NSE
ECLERX,ECLERX SERVICES LTD,Commercial Services & Supplies,NSE
ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,Transport Services,NSE
BBETF0432,EDELAMC - BBETF0432,,NSE
EBANKNIFTY,EDELAMC - EBANKNIFTY,,NSE
EBBETF0430,EDELAMC - EBBETF0430,,NSE
EBBETF0431,EDELAMC - EBBETF0431,,NSE
EBBETF0433,EDELAMC - EBBETF0433,,NSE
ECAPINSURE,EDELAMC - ECAPINSURE,,NSE
EGOLD,EDELAMC - EGOLD,,NSE
EMULTIMQ,EDELAMC - EMULTIMQ,,NSE
ESILVER,EDELAMC - ESILVER,,NSE
EDELWEISS,EDELWEISS FIN SERV LTD,Finance,NSE
EFFWA,EFFWA INFRA & RESEARCH L,Other Utilities,NSE
EICHERMOT,EICHER MOTORS LTD,Automobiles,NSE
EIDPARRY,EID PARRY INDIA LTD,Food Products,NSE
EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,Leisure Services,NSE
EIHOTEL,EIH LIMITED,Leisure Services,NSE
EIMCOELECO,EIMCO ELECON (INDIA) LTD,Industrial Manufacturing,NSE
ELDEHSG,ELDECO HSG & IND LTD.,Realty,NSE
ELECON,ELECON ENG. CO. LTD,Electrical Equipment,NSE
EFORCE,ELECTRO FORCE (INDIA) LTD,Electrical Equipment,NSE
EMIL,ELECTRONICS MART IND LTD,Retailing,NSE
ELECTCAST,ELECTROSTEEL CASTINGS LTD,Industrial Products,NSE
ELECTHERM,ELECTROTHERM (I) LTD.,Industrial Products,NSE
ELGNZ,ELEGANZ INTERIORS LIMITED,Commercial Services & Supplies,NSE
ELGIEQUIP,ELGI EQUIPMENTS LTD,Industrial Products,NSE
ELGIRUBCO,ELGI RUBBER CO. LTD,Industrial Products,NSE
ELIN,ELIN ELECTRONICS LIMITED,Consumer Durables,NSE
EMAPARTNER,EMA PARTNERS INDIA LTD,Commercial Services & Supplies,NSE
EMAMILTD,EMAMI LIMITED,Personal Products,NSE
EMAMIPAP,EMAMI PAPER MILLS LIMITED,"Paper, Forest & Jute Products",NSE
EMAMIREAL,EMAMI REALTY LIMITED,Realty,NSE
EMBDL,EMBASSY DEVELOPMENTS LTD,Realty,NSE
EMBASSY,EMBASSY OFFICE PARKS REIT,Realty,NSE
EMCURE,EMCURE PHARMACEUTICALS L,Pharmaceuticals & Biotechnology,NSE
ETML,EMERALD TYRE MANUF LTD,,NSE
EMKAY,EMKAY GLOBAL FIN SERV LTD,Capital Markets,NSE
EMKAYTOOLS,EMKAY TAP & CUT. TOOL LTD,Industrial Manufacturing,NSE
EMMBI,EMMBI INDUSTRIES LIMITED,Industrial Products,NSE
EMSLIMITED,EMS LIMITED,Other Utilities,NSE
EMUDHRA,EMUDHRA LIMITED,IT - Services,NSE
ENDURANCE,ENDURANCE TECHNO. LTD.,Auto Components,NSE
ENERGYDEV,ENERGY DEVE. CO.LTD,Power,NSE
EMMIL,ENERGY MISSION MACH IND L,Industrial Manufacturing,NSE
ENFUSE,ENFUSE SOLUTIONS LIMITED,IT - Services,NSE
ENGINERSIN,ENGINEERS INDIA LTD,Construction,NSE
ENSER,ENSER COMMUNICATIONS LTD,IT - Services,NSE
ENTERO,ENTERO HEALTHCARE SOLU L,Retailing,NSE
ENIL,ENTERTAIN NET. IND. LTD.,Entertainment,NSE
EIEL,ENVIRO INFRA ENGINEERS L,Other Utilities,NSE
ENVIRO,ENVIROTECH SYSTEMS LTD,Industrial Products,NSE
EPACK,EPACK DURABLE LIMITED,Consumer Durables,NSE
EPIGRAL,EPIGRAL LIMITED,Chemicals & Petrochemicals,NSE
EPL,EPL LIMITED,Industrial Products,NSE
EQUIPPP,EQUIPPP SOC IMP TECH LTD,IT - Software,NSE
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,Banks,NSE
ERIS,ERIS LIFESCIENCES LIMITED,Pharmaceuticals & Biotechnology,NSE
ESABINDIA,ESAB INDIA LTD,Industrial Products,NSE
ESAFSFB,ESAF SMALL FINANCE BANK L,Banks,NSE
ESCONET,ESCONET TECHNOLOGIES LTD,IT - Hardware,NSE
ESCORTS,ESCORTS KUBOTA LIMITED,"Agricultural, Commercial & Construction Vehicles",NSE
ESPRIT,ESPRIT STONES LIMITED,Consumer Durables,NSE
ESSARSHPNG,ESSAR SHIPPING LTD,Transport Services,NSE
ESFL,ESSEN SPECIALITY FILMS L,Consumer Durables,NSE
ESTER,ESTER INDUSTRIES LTD,Industrial Products,NSE
ETERNAL,ETERNAL LIMITED,Retailing,NSE
ETHOSLTD,ETHOS LIMITED,Consumer Durables,NSE
EUREKAFORB,EUREKA FORBES LIMITED,Consumer Durables,NSE
EIFFL,EURO (I) FRESH FOODS LTD,Food Products,NSE
EUROBOND,EURO PANEL PRODUCTS LTD,Non - Ferrous Metals,NSE
EUROTEXIND,EUROTEX INDUSTRIES LTD,Textiles & Apparels,NSE
EVEREADY,EVEREADY INDS. IND. LTD.,Household Products,NSE
EVERESTIND,EVEREST INDUSTRIES LTD,Other Construction Materials,NSE
EKC,EVEREST KANTO CYLINDERLTD,Industrial Manufacturing,NSE
EXCELINDUS,EXCEL INDUSTRIES LTD,Chemicals & Petrochemicals,NSE
EXCEL,EXCEL REALTY N INFRA LTD,Commercial Services & Supplies,NSE
EXICOM,EXICOM TELE SYSTEMS LTD,Electrical Equipment,NSE
EXIDEIND,EXIDE INDUSTRIES LTD,Auto Components,NSE
EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,IT - Services,NSE
EXXARO,EXXARO TILES LIMITED,Consumer Durables,NSE
FACT,FACT LTD,Fertilizers & Agrochemicals,NSE
FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,Chemicals & Petrochemicals,NSE
FALCONTECH,FALCON TECHNOPROJ IND LTD,Commercial Services & Supplies,NSE
FAZE3Q,FAZE THREE LIMITED,Textiles & Apparels,NSE
FCSSOFT,FCS SOFTWARE SOLN. LTD.,IT - Services,NSE
FDC,FDC LIMITED,Pharmaceuticals & Biotechnology,NSE
FEDFINA,FEDBANK FINANCIAL SER L,Finance,NSE
FEDERALBNK,FEDERAL BANK LTD,Banks,NSE
FMGOETZE,FEDERAL-MOGUL GOETZE (IND,Auto Components,NSE
FELIX,FELIX INDUSTRIES LTD.,Other Utilities,NSE
FIBERWEB,FIBERWEB INDIA LIMITED,Textiles & Apparels,NSE
FIDEL,FIDEL SOFTECH LIMITED,IT - Software,NSE
FIEMIND,FIEM INDUSTRIES LIMITED,Auto Components,NSE
FILATFASH,FILATEX FASHIONS LIMITED,Textiles & Apparels,NSE
FILATEX,FILATEX INDIA LTD,Textiles & Apparels,NSE
FINEORG,FINE ORGANIC IND. LTD.,Chemicals & Petrochemicals,NSE
FCL,FINEOTEX CHEMICAL LIMITED,Chemicals & Petrochemicals,NSE
